recording_id,alias_count,driver_labels,driver_ambiguous,row_count,duration_s,declared_duration_s,sampled_elapsed_span_s,median_interval_s,max_gap_s,dynamic_numeric_count,max_abs_rpm,motion_variation_score,motion_status,motion_status_source,control_candidate,clock_provenance,vertical_accel_offset_flag,split
9116cbf4be063f5be851f65778ddfb91d60bdd5aa52e7211426769a6b2ce6f86,1,[],False,9140,456.95,457.0,456.95,0.05000000000001137,0.05000000000001137,31,12651.2881,10.185509999999997,dynamic_candidate,training_low_dynamics_quantile,False,inferred_uniform_from_metadata,True,train
bace0e92b25324e8afbd0e5f6698b01a921780a2385e02419965fa97e3e796c4,1,[],False,4840,241.95,242.0,241.95,0.049999999999998934,0.05000000000001137,32,12223.2646,10.247195000000001,dynamic_candidate,training_low_dynamics_quantile,False,inferred_uniform_from_metadata,True,test
18385fe48224fbfa0cd6d17705d9305f857d70ef07b47b55502d04ff71359269,1,[],False,4580,228.95,229.0,228.95,0.049999999999998934,0.05000000000001137,31,12546.4854,10.57888,dynamic_candidate,training_low_dynamics_quantile,False,inferred_uniform_from_metadata,True,train
27937681c8199780c6cbce603f217d5a4457c351e84fa3cd7cfc62bfd270c550,1,[],False,4360,217.95,218.0,217.95,0.04999999999999716,0.05000000000001137,32,14706.2178,12.692235000000007,dynamic_candidate,training_low_dynamics_quantile,False,inferred_uniform_from_metadata,True,train
4975a35d789765b9299480af66d6a5af5166fef074cef80facbac97409b84d07,1,[],False,4220,210.95,211.0,210.95,0.04999999999999716,0.05000000000001137,32,12737.6172,11.872774999999994,dynamic_candidate,training_low_dynamics_quantile,False,inferred_uniform_from_metadata,True,train
dc8bf44eb4cc0becf1c5ebe252a515c98193744c2031498501de80e036899758,1,[],False,3520,175.95,176.0,175.95,0.04999999999999716,0.05000000000001137,31,3303.6799,0.5555649999999999,low_dynamics_candidate,training_low_dynamics_quantile,True,inferred_uniform_from_metadata,True,test
b185f43818b8ff3aba325752922bbbf37fd094f1e282887487651e0a5c8f6c7a,1,[],False,2480,123.95,124.0,123.95,0.04999999999999716,0.05000000000001137,31,13173.3008,15.008219999999994,dynamic_candidate,training_low_dynamics_quantile,False,inferred_uniform_from_metadata,True,validation
8f799d59c9b5348ece1e5671692ea783d6d5e450ccebe31b6db9ad4f9510f8c5,1,[],False,2160,107.95,108.0,107.95,0.04999999999999716,0.05000000000001137,31,14395.8545,16.275785,dynamic_candidate,training_low_dynamics_quantile,False,inferred_uniform_from_metadata,True,train
5c12d7b5eff374be805bae6c5e2906f6c02b6bc3ad6ba70d3674bafd4f16fc15,1,[],False,1800,89.95,90.0,89.95,0.049999999999998934,0.05000000000001137,31,6860.6284,1.9509299999999998,dynamic_candidate,training_low_dynamics_quantile,False,inferred_uniform_from_metadata,True,train
5c8af6b8a89a449144e0ddf74414040b433d630e1fd3d3ddc138ec3c4284d97b,1,[],False,680,33.95,34.0,33.95,0.05000000000000071,0.05000000000000426,32,6421.2256,1.2360149999999996,low_dynamics_candidate,training_low_dynamics_quantile,True,inferred_uniform_from_metadata,True,train
5790cd1534b1de5ac4693367fe5d8ca6951cd36a7abcd3c778cee8923a932a75,1,[],False,520,25.95,26.0,25.95,0.05000000000000071,0.05000000000000071,31,8019.8433,0.32090499999999933,low_dynamics_candidate,training_low_dynamics_quantile,True,inferred_uniform_from_metadata,True,train
6732a35a8f6343dcf041f1a3ad40d6760331513a2556c4fae4eea6cd59da89b2,1,[],False,440,21.95,22.0,21.95,0.050000000000000266,0.05000000000000071,31,6773.8037,1.27785,dynamic_candidate,training_low_dynamics_quantile,False,inferred_uniform_from_metadata,True,train
c3c503093a73b359d513d025d9185c7ada423099650828cbd4fdba12d1d7aafc,1,[],False,420,20.95,21.0,20.95,0.050000000000000044,0.05000000000000071,29,3236.7546,2.2524749999999996,dynamic_candidate,training_low_dynamics_quantile,False,inferred_uniform_from_metadata,True,test
db4d46d3c8abd3b8d2327e52a99599c63e7bd8ed5f1b122d3047d731fc6d2684,1,[],False,400,19.95,20.0,19.95,0.050000000000000044,0.05000000000000071,30,3382.8396,0.8544999999999997,low_dynamics_candidate,training_low_dynamics_quantile,True,inferred_uniform_from_metadata,True,test
973ef84ffaa4e83d002ed655331eb305b340c0f3f25b57795f97a151bcc3490b,1,[],False,260,12.95,13.0,12.95,0.04999999999999982,0.05000000000000071,30,3651.3,5.41834,dynamic_candidate,training_low_dynamics_quantile,False,inferred_uniform_from_metadata,True,validation
73093667f33a7f710fc20059989a002071359119e1e9c0a4128b67729755da33,1,[],False,220,10.95,11.0,10.95,0.04999999999999982,0.05000000000000071,30,3327.2571,0.9279549999999992,low_dynamics_candidate,training_low_dynamics_quantile,True,inferred_uniform_from_metadata,True,train
b439fc5983a3a0db22239d5dcf8cbebf9104a8b71a93c2afd75e75fe87301e46,1,[],False,220,10.95,11.0,10.95,0.04999999999999982,0.05000000000000071,29,3275.4905,1.2357449999999996,low_dynamics_candidate,training_low_dynamics_quantile,True,inferred_uniform_from_metadata,True,validation
7208a43e77536a72e401c00f01a793130fb6688d28fb8080941e14cc5752b0ca,1,[],False,200,9.95,10.0,9.95,0.04999999999999982,0.05000000000000071,30,3422.238,0.9603699999999988,low_dynamics_candidate,training_low_dynamics_quantile,True,inferred_uniform_from_metadata,True,train
